"","filenames.i.","word.count"
"151","03shelf.html.4.txt",950
"152","03shelf.html.5.txt",889
"153","03STAPLES.html.txt",1272
"154","03SWIFTL.html.txt",1207
"155","03TBR.html.txt",465
"156","03TOIBINA.html.txt",1680
"157","03WALTONL.html.txt",616
"158","0403cover-kirn.html.txt",1767
"159","04alford.html.1.txt",709
"160","04armchair.html.txt",381
"161","04baker.html.txt",590
"162","04barich.html.txt",830
"163","04barry.html.txt",793
"164","04becker.html.txt",492
"165","04BIRDGAL.html.txt",620
"166","04birkerts.html.txt",926
"167","04BYRD.html.txt",569
"168","04CRAINL.html.txt",1325
"169","04crime.html.txt",982
"170","04DIXLERL.html.txt",1165
"171","04ellmann.html.txt",1250
"172","04emmons.html.txt",701
"173","04freed.html.txt",988
"174","04furst.html.txt",880
"175","04genz.html.txt",1887
"176","04harrison.html.txt",922
"177","04harrisr.html.txt",420
"178","04hermes.html.txt",986
"179","04hiaasen.html.txt",881
"180","04horyn.html.txt",1306
"181","04HOWARDL.html.txt",1876
"182","04itzk.html.txt",2462
"183","04itzkoff.html.txt",2692
"184","04james.html.txt",1145
"185","04LIEVENL.html.txt",612
"186","04lindgren.html.txt",1386
"187","04LIPSKYL.html.txt",982
"188","04lourie.html.txt",986
"189","04mcculloch.html.txt",1273
"190","04mcgrath.html.txt",1366
"191","04muhlke.html.txt",999
"192","04riding.html.txt",891
"193","04robinson.html.txt",899
"194","04rubin.html.txt",1037
"195","04SEARLEL.html.txt",853
"196","04shelf.html.txt",872
"197","04shorto.html.txt",833
"198","04shteyngart.html.txt",2568
"199","04spitz.html.txt",1286
"200","04staples.html.txt",854
"201","04sullivan.html.txt",1694
"202","04taylor.html.txt",1446
"203","04tbr.html.txt",474
"204","04TOIBIN.html.txt",3089
"205","04turrentine.html.txt",1116
"206","04walsh.html.txt",649
"207","04watman.html.txt",890
"208","04WIMANL.html.txt",971
"209","04yagoda.html.txt",935
"210","04ZIPPERS.html.txt",940
"211","05AMID01.html.txt",1097
"212","05ANGIERL.html.txt",1060
"213","05BAKE01.html.txt",1423
"214","05bazelon.html.txt",836
"215","05BENTLEY.html.txt",1805
"216","05BHELLER.html.txt",504
"217","05BOOK.html.txt",356
"218","05BOOK1.html.txt",417
"219","05BOUCHER.html.txt",929
"220","05CAREYL.html.txt",993
"221","05CHILDRE.html.txt",787
"222","05CONNOLL.html.txt",889
"223","05crime.html.txt",940
"224","05CRIMEL.html.txt",1009
"225","05DIECKMA.html.txt",559
"226","05dixler.html.txt",1217
"227","05donoghue.html.txt",713
"228","05DREZNER.html.txt",615
"229","05DRUML.html.txt",1042
"230","05EDERL.html.txt",1006
"231","05ellman.html.txt",1036
"232","05FERR01.html.txt",612
"233","05FOODLRO.html.txt",2453
"234","05FREEDMA.html.txt",1312
"235","05GAIMANL.html.txt",999
"236","05GELERTN.html.txt",967
"237","05GENZ01.html.txt",1155
"238","05GEWE01.html.txt",4591
"239","05gewen.html.txt",626
"240","05GORDONL.html.txt",1082
"241","05halpern.html.txt",1050
"242","05HANDLER.html.txt",986
"243","05HARRISO.html.txt",646
"244","05hirsh.html.txt",761
"245","05HOCHSCH.html.txt",992
"246","05HOGEL.html.txt",1293
"247","05isaac.html.txt",684
"248","05itzkoff.html.txt",709
"249","05JOHN01.html.txt",1308
"250","05KEANEL.html.txt",923
"251","05KUNZ01.html.txt",1313
"252","05LEONARD.html.txt",2071
"253","05lewis.html.txt",885
"254","05LINDGRE.html.txt",1421
"255","05lingeman.html.txt",773
"256","05LITHWIC.html.txt",735
"257","05LOURIEL.html.txt",1019
"258","05MAGUIRE.html.txt",1401
"259","05marshall.html.txt",732
"260","05mcculloch.html.txt",1352
"261","05MERKINL.html.1.txt",1865
"262","05MERKINL.html.txt",1299
"263","05meyer.html.txt",687
"264","05miller.html.txt",763
"265","05MNOONKI.html.txt",550
"266","05NANDN.html.txt",696
"267","05NIXONL.html.txt",600
"268","05paul.html.txt",550
"269","05PROTHER.html.txt",927
"270","05QUEENAN.html.txt",2542
"271","05RAFFERT.html.txt",1054
"272","05royte.html.txt",1191
"273","05saletan.html.txt",670
"274","05SCHA01.html.txt",1102
"275","05SCHI01.html.txt",1321
"276","05schillinger.html.txt",705
"277","05shelf.html.2.txt",918
"278","05shelf.html.txt",991
"279","05SITT01.html.txt",850
"280","05SMIT01.html.txt",647
"281","05STERNL.html.txt",891
"282","05sullivan.html.txt",892
"283","05tbr.html.txt",504
"284","05TEPP01.html.txt",700
"285","05teresi.html.txt",837
"286","05TODA01.html.txt",638
"287","05TRAVELR.html.txt",2108
"288","05upfront.html.txt",226
"289","05VOWELLL.html.txt",864
"290","05walker.html.txt",767
"291","05WEBERL.html.txt",994
"292","05WILL01.html.txt",577
"293","05WILLSL.html.txt",1358
"294","05wolitzer.html.txt",786
"295","05ZACHARE.html.txt",938
"296","06Anastas.html.txt",896
"297","06armchair.html.txt",394
"298","06BOO.html.txt",561
"299","06BOOKS.html.txt",621
"300","06brinkley.html.txt",1373
"301","06brooks.html.txt",1672
"302","06cokal.html.txt",831
"303","06conason.html.txt",1256
"304","06CRIMEL.html.txt",993
"305","06DILLARD.html.txt",915
"306","06DONADIO.html.txt",1408
"307","06EHREN.html.txt",613
"308","06FELDMAN.html.txt",1822
"309","06filkins.html.txt",950
"310","06GOODHEA.html.txt",1195
"311","06Gray.html.txt",1221
"312","06HULBERT.html.txt",1235
"313","06kamine.html.txt",650
"314","06kanon.html.txt",1128
"315","06LIZZA.html.txt",579
"316","06MARSHA.html.txt",1102
"317","06MCGR.html.txt",1981
"318","06MEADO.html.txt",530
"319","06MILLER.html.txt",854
"320","06mishra.html.txt",1315
"321","06RAFFER.html.txt",1460
"322","06REEDL.html.txt",1747
"323","06ryerson.html.txt",1019
"324","06saletan.html.txt",974
"325","06shelf.html.2.txt",974
"326","06tanenhaus.html.txt",799
"327","06todaro.html.txt",632
"328","06TOIBINL.html.txt",1282
"329","06tosches.html.txt",738
"330","06VAILLL.html.txt",1033
"331","06WILLIAM.html.txt",1024
"332","07ATAMIAN.html.txt",535
"333","07BAWER.html.txt",1218
"334","07beller.html.txt",990
"335","07BOLICK.html.txt",599
"336","07BOOK1.html.txt",747
"337","07BOYNTON.html.txt",977
"338","07BROOKSL.html.txt",630
"339","07BROYARD.html.txt",534
"340","07burt.html.txt",900
"341","07campbell.html.txt",1079
"342","07casey.html.txt",845
"343","07COVGOOD.html.txt",1509
"344","07crime.html.txt",986
"345","07CRIMEL.html.txt",999
"346","07DEDERER.html.txt",1318
"347","07EAKIN.html.txt",482
"348","07EAKINL.html.txt",1208
"349","07gessner.html.txt",674
"350","07gord.html.txt",915
"351","07heilbrun.html.txt",683
"352","07HENDRAL.html.txt",1043
"353","07HITCHENS.html.txt",1488
"354","07JONASL.html.txt",1257
"355","07kahn.html.txt",868
"356","07KARBOL.html.txt",623
"357","07KNIGHTL.html.txt",619
"358","07krugman.html.txt",771
"359","07LEITHAU.html.txt",1118
"360","07LEVINL.html.txt",981
"361","07MARGOLI.html.txt",1989
"362","07MCDONAL.html.txt",1225
"363","07MCINERN.html.txt",1317
"364","07MUKHERJ.html.txt",995
"365","07NEWMAN.html.txt",649
"366","07OGORMAN.html.txt",1024
"367","07RAFFERT.html.txt",969
"368","07SANDOMI.html.txt",1186
"369","07SCHAPPELL.html.txt",585
"370","07SCHILLI.html.txt",1245
"371","07shelf.html.1.txt",995
"372","07sokolov.html.txt",890
"373","07stossell.html.txt",829
"374","07taylor.html.txt",925
"375","07THOMP.html.txt",890
"376","07TODARO.html.txt",646
"377","07WEINBER.html.txt",981
"378","07widmer.html.txt",974
"379","07will.html.txt",792
"380","07wolfe.html.txt",1272
"381","07ZANGANE.html.txt",1276
"382","0819play-line.html.txt",254
"383","08bell.html.txt",843
"384","08BROYARD.html.txt",712
"385","08COVMCGRA.html.txt",1832
"386","08crime.html.txt",954
"387","08ELKINSL.html.txt",1299
"388","08eprile.html.txt",962
"389","08FONERL.html.txt",2227
"390","08FOREMAN.html.txt",1161
"391","08FREUDEN.html.txt",1006
"392","08HANDYL.html.txt",1290
"393","08HARIL.html.txt",977
"394","08HIRSCHL.html.txt",1135
"395","08JENNING.html.txt",816
"396","08KALMANL.html.txt",1257
"397","08KAPLANL.html.txt",1221
"398","08kirn.html.txt",1173
"399","08macintyre.html.txt",744
"400","08NUSSBAU.html.txt",622
"401","08patterson.html.txt",750
"402","08POWERSL.html.txt",980
"403","08REHAK.html.txt",653
"404","08SALTERL.html.txt",1192
"405","08schappel.html.txt",957
"406","08schillinger.html.txt",892
"407","08shelf.html.txt",1006
"408","08SIEGELL.html.txt",1765
"409","08soar.html.txt",587
"410","08tbr.html.txt",483
"411","08winik.html.txt",912
"412","08wranovics.html.txt",899
"413","08zacharak.html.txt",909
"414","08ZERNIKE.html.txt",1304
"415","09baker.html.txt",1005
"416","09barber.html.txt",984
"417","09brubach.html.txt",1448
"418","09burrough.html.txt",1311
"419","09cain.html.txt",1088
"420","09calhoun.html.txt",615
"421","09campbell.html.txt",927
"422","09chiasson.html.txt",1206
"423","09conant.html.txt",711
"424","09corbett.html.txt",639
"425","09COVERRO.html.txt",2581
"426","09crime.html.1.txt",974
"427","09crime.html.txt",987
"428","09derasmo.html.txt",1051
"429","09douthat.html.txt",716
"430","09ellmann.html.txt",864
"431","09fein.html.txt",846
"432","09fitzpatrick.html.txt",765
"433","09HANDYL.html.txt",2068
"434","09harrison.html.1.txt",1227
"435","09harrison.html.txt",890
"436","09jacobs.html.1.txt",835
"437","09jacobs.html.txt",661
"438","09KAUFMAN.html.txt",1315
"439","09mallon.html.txt",1032
"440","09martin.html.txt",860
"441","09MCGRATH.html.txt",1001
"442","09MCHENRY.html.txt",1139
"443","09mckelvy.html.txt",1497
"444","09miller.html.txt",850
"445","09nuland.html.txt",857
"446","09oshi.html.txt",851
"447","09PANEKL.html.txt",847
"448","09prose.html.txt",786
"449","09rafferty.html.txt",833
"450","09schillinger.html.txt",1018
"451","09shelf.html.txt",975
"452","09STEWART.html.txt",1253
"453","09STRAUSS.html.txt",768
"454","09watman.html.txt",936
"455","100-rms-lake-vu.html.txt",660
"456","100-sideways-miles-by-andrew-smith.html.txt",761
"457","1004-by-ben-lerner.html.txt",1274
"458","10AGGERL.html.txt",761
"459","10ALFORDT.html.txt",582
"460","10armchair.html.txt",409
"461","10BANV01.html.txt",964
"462","10BENFEYL.html.txt",905
"463","10BIRKERT.html.txt",842
"464","10book.html.txt",907
"465","10BOOK1.html.txt",254
"466","10BOOK2.html.txt",346
"467","10bookshelf.html.txt",542
"468","10COVERSAFIRE.html.txt",1964
"469","10COVERTRAUB.html.txt",1354
"470","10CRIMEL.html.txt",1034
"471","10DARGHIS.html.txt",1128
"472","10DELBANC.html.txt",1065
"473","10EDERL.html.txt",1012
"474","10FINDERL.html.txt",1247
"475","10FISHMAN.html.txt",575
"476","10FRIEDMA.html.txt",888
"477","10GENZLIN.html.txt",1075
"478","10GERECHT.html.txt",2094
"479","10GILESL.html.txt",1188
"480","10HARRISO.html.txt",907
"481","10HARTL.html.txt",1151
"482","10HITCHEN.html.txt",2503
"483","10KAMPL.html.txt",2047
"484","10KIRBYL.html.txt",983
"485","10KIRNL.html.txt",1886
"486","10LAMSTER.html.txt",1022
"487","10LELAND.html.txt",586
"488","10LEONARD.html.txt",894
"489","10LICHTBL.html.txt",1172
"490","10LINDL.html.txt",899
"491","10LIPSYTE.html.txt",744
"492","10LIVSHIN.html.txt",1184
"493","10MACIN.html.txt",725
"494","10MATTSON.html.txt",634
"495","10MEADOWS.html.txt",623
"496","10METCALF.html.txt",1020
"497","10MILLER2.html.txt",1035
"498","10RICHL.html.txt",887
"499","10ROYTEL.html.txt",1153
"500","10SALETAN.html.txt",1233
"501","10SATELL.html.txt",1162
"502","10SCHAPPE.html.txt",1100
"503","10shelf.html.1.txt",882
"504","10SKURNIC.html.txt",584
"505","10TANENHA.html.txt",2441
"506","10TORREG.html.txt",602
"507","10UPFRONT.html.txt",262
"508","10WEINERL.html.txt",1316
"509","10WESTLK.html.txt",588
"510","10WIDMERL.html.txt",1667
"511","10WILSONL.html.txt",938
"512","11-22-63-by-stephen-king-book-review.html.txt",1381
"513","119th-nervous-breakdown.html.txt",908
"514","11adams.html.txt",992
"515","11arsenault.html.txt",988
"516","11bai.html.txt",1334
"517","11costello.html.txt",926
"518","11crime.html.1.txt",970
"519","11crittenden.html.txt",935
"520","11dederer.html.txt",669
"521","11dizikes.html.txt",810
"522","11espen.html.txt",803
"523","11gewen.html.txt",4967
"524","11harrison.html.txt",804
"525","11hazzard.html.txt",1314
"526","11itzkoff.html.1.txt",854
"527","11itzkoff.html.txt",617
"528","11jacobs.html.txt",919
"529","11keepnews.html.txt",963
"530","11keillor.html.txt",1313
"531","11klein.html.txt",1040
"532","11markovits.html.txt",1066
"533","11metcalf.html.txt",752
"534","11miles.html.txt",731
"535","11morris.html.txt",877
"536","11nicholson.html.txt",687
"537","11nixon.html.txt",566
"538","11nussbaum.html.txt",1285
"539","11reiss.html.txt",1416
"540","11rich.html.txt",958
"541","11royte.html.txt",1060
"542","11shelf.html.1.txt",708
"543","11shulman.html.txt",1280
"544","11soar.html.txt",858
"545","11sohn.html.txt",1309
"546","11swift.html.1.txt",947
"547","11swift.html.txt",838
"548","11todaro.html.txt",798
"549","11zackarek.html.txt",734
"550","12-million-strangers.html.txt",952
"551","12barber.html.txt",590
"552","12bass.html.txt",1025
"553","12benfy.html.txt",841
"554","12BISSELL.html.txt",1134
"555","12bkr-young.t.html.txt",1736
"556","12BOOK.html.txt",901
"557","12bookshelf.html.1.txt",600
"558","12casey.html.txt",628
"559","12CHACEL.html.txt",651
"560","12CHAITL.html.txt",674
"561","12CHURCHW.html.txt",954
"562","12CONNIFF.html.txt",1273
"563","12COVER-EHRENHALT.html.txt",1592
"564","12COXL.html.txt",890
"565","12CRAINL.html.txt",1422
"566","12crime.html.txt",985
"567","12DEBELLA.html.txt",1292
"568","12DERESIE.html.txt",2073
"569","12DERSHOW.html.txt",1279
"570","12downes.html.txt",816
"571","12ERVINL.html.txt",1069
"572","12feldman.html.txt",758
"573","12freedland.html.txt",933
"574","12FREEDMA.html.txt",1329
"575","12GEORGIA.html.txt",846
"576","12GEWENL.html.1.txt",1158
"577","12GEWENL.html.txt",1017
"578","12GROOMSL.html.txt",2519
"579","12HAJDU.html.txt",1728
"580","12HAMILLL.html.txt",1576
"581","12HARRISO.html.txt",1023
"582","12harrison.html.txt",799
"583","12HEATHL.html.txt",1265
"584","12holt.html.txt",779
"585","12JACKL.html.txt",1523
"586","12jacobs.html.txt",836
"587","12jenk.html.txt",683
"588","12JENNING.html.txt",917
"589","12jong.html.txt",1004
"590","12judd.html.txt",615
"591","12KAZINL.html.txt",1031
"592","12kirkpatrick.html.txt",941
"593","12LAMBL.html.txt",975
"594","12LEONARD.html.txt",2548
"595","12MALLONL.html.txt",836
"596","12marcus.html.txt",656
"597","12MAYL.html.txt",964
"598","12meacham.html.txt",1235
"599","12millard.html.txt",837
"600","12mishra.html.1.txt",822
"601","12mishra.html.txt",929
"602","12NANDN.html.txt",666
"603","12ONEILLL.html.txt",906
"604","12PROSEL.html.txt",1049
"605","12REEDL.html.txt",2222
"606","12ROBBINS.html.txt",872
"607","12SCHILLI.html.1.txt",977
"608","12SCHMEMA.html.txt",1001
"609","12SHAPIRO.html.1.txt",949
"610","12SHAPIRO.html.txt",982
"611","12siegel.html.txt",1160
"612","12SIMICL.html.txt",924
"613","12sittenfield.html.txt",1295
"614","12SORELL.html.txt",974
"615","12spires.html.txt",836
"616","12starr.html.txt",874
"617","12STERNL.html.txt",1002
"618","12tbr.html.1.txt",517
"619","12TBR.html.txt",479
"620","12upfront.html.1.txt",210
"621","12wine.html.txt",86
"622","12WOLKL.html.txt",1265
"623","12WORTHL.html.txt",1067
"624","12ZEID.html.txt",819
"625","12zerk.html.txt",219
"626","12zimmer.html.txt",795
"627","13adams.html.txt",946
"628","13bartusiak.html.txt",669
"629","13boot.html.txt",1282
"630","13collins.html.txt",901
"631","13cooper.html.txt",452
"632","13cover-1.html.txt",984
"633","13cover.html.txt",874
"634","13COVERIYER.html.txt",1535
"635","13cox.html.txt",968
"636","13crime.html.txt",988
"637","13EVANS.html.txt",1950
"638","13harrison.html.1.txt",727
"639","13harrison.html.txt",1186
"640","13HARRK.html.txt",957
"641","13HARRS.html.txt",866
"642","13HARSHAW.html.txt",764
"643","13HEILBRU.html.txt",982
"644","13HOUSTON.html.txt",649
"645","13KLEIN.html.txt",1539
"646","13meadows.html.txt",1371
"647","13navasky.html.txt",919
"648","13NEHRING.html.txt",2488
"649","13nolan.html.txt",813
"650","13SCHAPPE.html.txt",948
"651","13shorto.html.txt",972
"652","13STEINL.html.txt",940
"653","13TAYLORL.html.txt",585
"654","13TBR.html.txt",475
"655","13TELLERL.html.txt",1975
"656","13williams.html.txt",615
"657","13wolitzer.html.txt",998
"658","14ALLEN.html.txt",1245
"659","14anderson.html.txt",922
"660","14ANGIERL.html.txt",1094
"661","14armchair-jetage.html.txt",541
"662","14BAKERL.html.txt",1221
"663","14begley.html.txt",869
"664","14berlin.html.txt",830
"665","14blount.html.txt",1157
"666","14CALHOUN.html.txt",1290
"667","14CHAPIN.html.txt",1148
"668","14COVERFR.html.txt",3545
"669","14DEVERAU.html.txt",1346
"670","14dunlap.html.txt",633
"671","14DUPUYL.html.txt",564
"672","14EDERL.html.txt",1256
"673","14EHRENRICH.html.txt",530
"674","14ellis.html.txt",1006
"675","14FLETCHE.html.txt",765
"676","14FODEN.html.txt",548
"677","14FRIEDEL.html.txt",812
"678","14gewen.html.txt",1328
"679","14GIRY.html.txt",613
"680","14GORRASC.html.txt",823
"681","14greenp.html.txt",773
"682","14hamill.html.txt",1381
"683","14hammer.html.txt",1070
"684","14hearn.html.txt",1034
"685","14hynes.html.txt",648
"686","14JENNING.html.txt",1264
"687","14KANONL.html.txt",1180
"688","14liptak.html.txt",674
"689","14MAHLERL.html.txt",972
"690","14marler.html.txt",846
"691","14MCKENZI.html.txt",566
"692","14MESSUD.html.txt",786
"693","14millard.html.txt",1018
"694","14MILLERL.html.txt",1301
"695","14MUNSONL.html.txt",640
"696","14NAVASKY.html.txt",529
"697","14NOLANL.html.txt",1034
"698","14norton.html.txt",630
"699","14oconner.html.txt",808
"700","14OLSENEH.html.txt",674
"701","14PAGLIAL.html.txt",1210
"702","14powers.html.txt",959
"703","14PROSEL.html.txt",1229
"704","14PYEL.html.txt",1215
"705","14QUINNL.html.txt",1002
"706","14ROBERTS.html.txt",838
"707","14ROSENGA.html.txt",1059
"708","14SCHWARTZ.html.txt",483
"709","14SCIFIL.html.txt",938
"710","14SECORT.html.txt",935
"711","14SIEGELL.html.txt",2135
"712","14SUTTONL.html.txt",957
"713","14TBR.html.1.txt",433
"714","14TBR.html.txt",484
"715","14traub.html.txt",960
"716","14VILLARO.html.txt",803
"717","14VOLLMAN.html.txt",2007
"718","14WARDL.html.txt",825
"719","14WILLIAM.html.txt",849
"720","14wright.html.txt",751
"721","14yoshino.html.txt",882
"722","14ZAREML.html.txt",506
"723","15alford.html.txt",971
"724","15armchair.html.txt",403
"725","15beschloss.html.txt",807
"726","15BOOKS.html.txt",609
"727","15BRUDERL.html.txt",960
"728","15BYRD.html.txt",665
"729","15CALDWELL.html.txt",1743
"730","15cheever.html.txt",892
"731","15CHIASSON.html.txt",618
"732","15cohen.html.txt",654
"733","15COOPERL.html.txt",610
"734","15COVERRAFFE.html.txt",1112
"735","15DERESIE.html.txt",1210
"736","15ELLISL.html.txt",1025
"737","15ERICKSO.html.txt",883
"738","15FURSTL.html.txt",936
"739","15gibney.html.txt",914
"740","15goodman.html.txt",778
"741","15HALPERN.html.txt",608
"742","15HOLTL.html.txt",1289
"743","15james.html.txt",862
"744","15jenk.html.txt",732
"745","15kirn.html.txt",804
"746","15KONINGS.html.txt",938
"747","15LAVINL.html.txt",640
"748","15LEITER.html.txt",643
"749","15MARCUSL.html.txt",1128
"750","15MIRVISL.html.txt",982
"751","15nicholson.html.txt",684
"752","15rafferty.html.txt",807
"753","15shelf.html.2.txt",965
"754","15shelf.html.3.txt",876
"755","15STARRL.html.txt",930
"756","15swofford.html.txt",1042
"757","15tbr.html.txt",477
"758","15toure.html.txt",884
"759","15upfront.html.txt",201
"760","15wolfe.html.txt",851
"761","15WOLITZE.html.txt",995
"762","16allitt.html.txt",896
"763","16antrim.html.txt",594
"764","16armchair.html.txt",429
"765","16barcott.html.txt",1206
"766","16becker.html.txt",714
"767","16BIRKERT.html.txt",1032
"768","16book.html.txt",606
"769","16calhoun.html.txt",856
"770","16cohen.html.txt",1293
"771","16COVERBR.html.txt",1874
"772","16dershowitz.html.txt",903
"773","16EAKINL.html.txt",976
"774","16fish.html.txt",1284
"775","16flynn.html.txt",1035
"776","16GATESL.html.txt",1345
"777","16genzlinger.html.txt",596
"778","16gottlieb.html.txt",1907
"779","16gray.html.txt",1311
"780","16halpern.html.txt",886
"781","16homans.html.txt",784
"782","16horgan.html.txt",808
"783","16iyer.html.txt",1042
"784","16kalfus.html.txt",619
"785","16kazin.html.txt",1288
"786","16leithouser.html.txt",959
"787","16lievan.html.txt",872
"788","16lindgren.html.txt",631
"789","16mckelvey.html.txt",1494
"790","16MERKINL.html.txt",1141
"791","16olson.html.txt",979
"792","16paul.html.txt",794
"793","16rosen.html.txt",826
"794","16rothstein.html.txt",905
"795","16SCHAPPE.html.txt",1312
"796","16schilinger.html.txt",1121
"797","16secor.html.txt",812
"798","16senior.html.txt",970
"799","16shelf.html.1.txt",897
"800","16shelf.html.3.txt",867
"801","16solomon.html.txt",1242
"802","16stjohn.html.txt",707
"803","16tbr.html.1.txt",471
"804","16TBR.html.txt",505
"805","16updike.html.txt",2519
"806","16WILLSL.html.txt",1001
"807","16wood.html.txt",874
"808","16zeidner.html.txt",587
"809","16zernike.html.txt",1004
"810","1775-by-kevin-phillips.html.txt",1159
"811","17AGGERL.html.txt",1350
"812","17BOOK1.html.txt",360
"813","17BOOK2.html.txt",284
"814","17CAPUTO.html.txt",542
"815","17CARRL.html.txt",658
"816","17CHILDRE.html.txt",1099
"817","17COVTHER.html.txt",3515
"818","17DEDERER.html.txt",644
"819","17DICKSTE.html.txt",1334
"820","17DOWNER.html.txt",614
"821","17EAKIN.html.txt",399
"822","17EHRENRE.html.txt",1093
"823","17FREEDMA.html.txt",1295
"824","17GALLAGH.html.txt",923
"825","17GENZLINGER.html.txt",591
"826","17GRAY.html.txt",1310
"827","17HANDLER.html.txt",1725
"828","17HANSENL.html.txt",1173
"829","17IGNATIE.html.txt",1222
