file_name,file_name_complete,reviewer,reviewer_gender,author,author_gender,multiple,date
02genzlinger.html,02genzlinger.html.txt,Neil Genzlinger,male,Thomas Hackett,male,,2006
02heilbrunn.html,02heilbrunn.html.txt,Jacob Heilbrunn,male,Charles McCarry,male,,2006
02kirn.html,02kirn.html.txt,Walter Kirn,male,Cynthia Ozick,female,,2006
02lee.html,02lee.html.txt,Jennifer 8. Lee,female,David Rakoff,male,,2005
02lewis.html,02lewis.html.txt,Gideon Lewis-Kraus,male,Adam Phillips,male,,2005
02mahler.html,02mahler.html.txt,Jonathan Mahler,male,Eric Konigsberg,male,,2005
02metcalf.html,02metcalf.html.txt,Stephen Metcalf,male,Rick Moody,male,,2005
02MILESL.html,02MILESL.html.txt,Jonathan Miles,male,"Tariq ""K-Flex"" Nasheed's Art",male,,2005
02morrice.html,02morrice.html.txt,Polly Morrice,female,Alexander Masters,male,,2006
02NUSSBAUM.html,02NUSSBAUM.html.txt,Emily Nussbaum,female,Douglas Coupland,male,,2005
02powell.html,02powell.html.txt,Corey S. Powell,male,Seth Lloyd,male,,2006
02prose.html,02prose.html.txt,Francine Prose,female,Per Olov Enquist,male,,2006
02quammen.html,02quammen.html.txt,David Quammen,male,Carl Safina,male,,2006
02reich.html,02reich.html.txt,Robert B. Reich,male,Joseph E Stiglitz,male,,2006
02rosen.html,02rosen.html.txt,Gary Rosen,male,Robert Wuthnow,male,,2005
02SALZBER.html,02SALZBER.html.txt,Charles Salzberg,male,Bob Cowser Jr,male,,2005
02SCHILLI.html,02SCHILLI.html.txt,Liesl Schillinger,female,Larry Mcmurtry,male,,2005
02schillinger.html,02schillinger.html.txt,Liesl Schillinger,female,Lucy Ellmann,female,,2006
02schmemann.html,02schmemann.html.txt,Serge Schmemann,male,Geoffrey Hosking,male,,2006
02SIMON.html,02SIMON.html.txt,John Simon,male,Christopher Marlowe,male,,2005
02SINGERL.html,02SINGERL.html.txt,Peter Singer,male,Richard A Posner,male,,2005
02sisario.html,02sisario.html.txt,Ben Sisario,male,John H Richardson,male,,2005
02solomon.html,02solomon.html.txt,Deborah Solomon,female,Thomas Eakins,male,,2006
02TBR.html,02TBR.html.txt,Dwight Garner,male,"""Bad Cat"" Jim Edgar",male,,2005
02thomson.html,02thomson.html.txt,David Thomson,male,Upton Sinclair,male,,2006
02tomasky.html,02tomasky.html.txt,Michael Tomasky,male,James Carroll,male,,2006
02vincent.html,02vincent.html.txt,Norah Vincent,female,John Cornwell,male,,2006
02wagner.html,02wagner.html.txt,Erica Wagner,female,Andrea Lee,female,,2006
02weinberger.html,02weinberger.html.txt,Eric Weinberger,male,George Saunders,male,,2005
02windolf.html,02windolf.html.txt,Jim Windolf,male,Peter Robinson,male,,2006
02wolff.html,02wolff.html.txt,Geoffrey Wolff,male,Mark Twain,male,,2005
03AHMEDL.html,03AHMEDL.html.txt,Fatema Ahmed,female,Andrea Levy,female,,2005
03ALTHOUS.html,03ALTHOUS.html.txt,Ann Althouse,female,Richard Davis,male,,2005
03BAKE01.html,03BAKE01.html.txt,Kevin Baker,male,Buster Olney,male,,2004
03BARD.html,03BARD.html.txt,Michael Agger,male,Paul Robeson John Gielgud,male,,2004
03BERMAN.html,03BERMAN.html.txt,Paul Berman,male,Philip Roth,male,,2004
03BLODGET.html,03BLODGET.html.txt,Henry Blodget,male,Clyde V Jr Prestowitz,male,,2005
03BLOUNTL.html,03BLOUNTL.html.txt,Roy Blount Jr.,male,Jan,male,,2005
03BOOK1.html,03BOOK1.html.txt,Penelope Green,female,Lisa Gee,female,,2004
03CARSONL.html,03CARSONL.html.txt,Tom Carson,male,Ben Karlin Jon Stewart,male,,2004
03COWLESL.html,03COWLESL.html.txt,Gregory Cowles,male,Caspar Weinberger;Peter S,male,y,2005
03CRIMEL.html,03CRIMEL.html.txt,Marilyn Stasio,female,"""The Really Terrible Orchestr",female,,2004
03DERASMO.html,03DERASMO.html.txt,Stacey D'erasmo,female,Luis Alberto Urrea,male,,2005
03DRZALL.html,03DRZALL.html.txt,Dawn Drzal,female,Elizabeth Hickey,female,,2005
03FRIEDEL.html,03FRIEDEL.html.txt,Deborah Friedell,female,Stephen Amidon,male,,2004
03GENZING.html,03GENZING.html.txt,Neil Genzlinger,male,Jay Feldman,male,,2005
03HELLERL.html,03HELLERL.html.txt,Zoe Heller,female,Toni Bentley,male,,2004
03ISAACSO.html,03ISAACSO.html.txt,Walter Isaacson,male,Stacy Schiff,female,,2005
03KAMINE.html,03KAMINE.html.txt,Mark Kamine,male,Andrew Vachss,male,,2005
03KENNEDY.html,03KENNEDY.html.txt,Hugh Kennedy,male,Jonathan Phillips,male,,2005
03KIRBY.html,03KIRBY.html.txt,David Kirby,male,Christine Schutt,female,,2005
03LECLAIR.html,03LECLAIR.html.txt,Tom Leclair,male,William T Vollmann,male,,2005
03LEWISL.html,03LEWISL.html.txt,Mark Lewis,male,John Kelly,male,,2005
03MCWHORT.html,03MCWHORT.html.txt,Diane McWhorter,female,John M,male,,2005
03MESSUDL.html,03MESSUDL.html.txt,Claire Messud,female,Lynn Freed,female,,2004
03MORRICE.html,03MORRICE.html.txt,Polly Morrice,female,David Plotz,male,,2005
03MUSICIT.html,03MUSICIT.html.txt,Dave Itzkoff and Alan Light,male,Peter Shapiro,male,,2005
03OZICKL.html,03OZICKL.html.txt,Cynthia Ozick,female,Joseph Lelyveld,male,,2005
03PAULL.html,03PAULL.html.txt,Pamela Paul,female,Amy Fine Collins,female,,2004
03PAULL.html.1,03PAULL.html.1.txt,Annie Murphy Paul,female,Ramez Naam,male,,2005
03ROSENL.html,03ROSENL.html.txt,Gary Rosen,male,Alan Wolfe,male,,2005
03SCHILLI.html,03SCHILLI.html.txt,Liesl Schillinger,female,Irina Denezhkina,female,,2005
03SELIGMA.html,03SELIGMA.html.txt,Craig Seligman,male,Gish Jen,male,,2004
03shelf.html.3,03shelf.html.3.txt,Stephen Kotkin,male,Frits Bolkestein,male,,2008
03shelf.html.4,03shelf.html.4.txt,Nancy F. Koehn,female,Adam Smith,male,,2010
03shelf.html.5,03shelf.html.5.txt,Paul B. Brown,male,Tim S;Get Them on Your ers,male,y,2005
03STAPLES.html,03STAPLES.html.txt,Brent Staples,male,Jonathan Lethem,male,,2005
03SWIFTL.html,03SWIFTL.html.txt,Daniel Swift,male,Frank Tallis,male,,2005
03TBR.html,03TBR.html.txt,Rachel Donadio,female,Shel Silverstein,female,,2005
03TOIBINA.html,03TOIBINA.html.txt,Colm Toibin,male,Stephen Greenblatt,male,,2004
03WALTONL.html,03WALTONL.html.txt,David Walton,male,David Owen,male,,2004
0403cover-kirn.html,0403cover-kirn.html.txt,Walter Kirn,male,Jonathan Safran Foer,male,,2005
04alford.html.1,04alford.html.1.txt,Henry Alford,male,John Barlow,male,,2006
04armchair.html,04armchair.html.txt,Richard B. Woodward,male,Jana Richman,female,,2005
04baker.html,04baker.html.txt,Simon Baker,male,Uzodinma Iweala,male,,2005
04barich.html,04barich.html.txt,Bill Barich,male,Joe Drape,male,,2006
04barry.html,04barry.html.txt,Dave Barry,male,Tom Lutz,male,,2006
04becker.html,04becker.html.txt,Alida Becker,female,Stephanie Cardon's,female,,2005
04BIRDGAL.html,04BIRDGAL.html.txt,Tara Gallagher,female,Kaui Hart Hemmings,female,,2005
04birkerts.html,04birkerts.html.txt,Sven Birkerts,male,Stephen Dixon,male,,2005
04BYRD.html,04BYRD.html.txt,Max Byrd,male,Patrick Mcgrath,male,,2005
04CRAINL.html,04CRAINL.html.txt,Caleb Crain,male,Jesse Helms,male,,2005
04DIXLERL.html,04DIXLERL.html.txt,Elsa Dixler,female,Alexander Mccall Smith,male,,2005
04ellmann.html,04ellmann.html.txt,Lucy Ellmann,female,Lytton Strachey,male,,2005
04emmons.html,04emmons.html.txt,Josh Emmons,male,Tom De Haven,male,,2005
04freed.html,04freed.html.txt,Lynn Freed,female,Joanna Scott,female,,2005
04furst.html,04furst.html.txt,Alan Furst,male,Scott Anderson,male,,2006
04genz.html,04genz.html.txt,Neil Genzlinger,male,Jamaica Kincaid,female,,2005
04harrison.html,04harrison.html.txt,Kathryn Harrison,female,Arthur Japin,male,,2005
04harrisr.html,04harrisr.html.txt,Robert R. Harris,male,Fergus Fleming,male,,2005
04hermes.html,04hermes.html.txt,Will Hermes,male,Nik Cohn,male,,2005
04hiaasen.html,04hiaasen.html.txt,Carl Hiaasen,male,Al Franken,male,,2005
04horyn.html,04horyn.html.txt,Cathy Horyn,female,Penelope Rowlands,female,,2005
04HOWARDL.html,04HOWARDL.html.txt,Richard Howard,male,Hilary Spurling,female,,2005
04itzk.html,04itzk.html.txt,Dave Itzkoff and,male,Nic Harcourt,male,,2005
04itzkoff.html,04itzkoff.html.txt,Dave Itzkoff and Laura Sinagra,male,Bill Friskics-Warren,male,,2006
04james.html,04james.html.txt,Clive James,male,Phillip Lopate,male,,2006
04LIEVENL.html,04LIEVENL.html.txt,Anatol Lieven,male,Stephen M,male,,2005
04lindgren.html,04lindgren.html.txt,Hugo Lindgren,male,Bill James;Sam Walker,male,y,2006
04LIPSKYL.html,04LIPSKYL.html.txt,David Lipsky,male,Adam Nicolson,male,,2005
04lourie.html,04lourie.html.txt,Richard Lourie,male,Edvard Radzinsky,male,,2005
04mcculloch.html,04mcculloch.html.txt,Alison McCULLOCH,female,Chad Taylor;Edward Sorel,male,y,2006
04mcgrath.html,04mcgrath.html.txt,Charles McGRATH,male,Samuel Johnson,male,,2005
04muhlke.html,04muhlke.html.txt,Christine Muhlke,female,Plum Sykes,female,,2006
04riding.html,04riding.html.txt,Alan Riding,male,Henry Shukman,male,,2006
04robinson.html,04robinson.html.txt,Roxana Robinson,female,Penelope Lively,female,,2005
04rubin.html,04rubin.html.txt,Charlie Rubin,male,Mike Lupica,male,,2006
04SEARLEL.html,04SEARLEL.html.txt,Adrian Searle,male,Michael Kimmelman,male,,2005
04shelf.html,04shelf.html.txt,Devin Leonard,male,Kenneth S Rogoff,male,,2009
04shorto.html,04shorto.html.txt,Russell Shorto,male,Nathaniel Philbrick,male,,2006
04shteyngart.html,04shteyngart.html.txt,Gary Shteyngart,male,Philip Roth,male,,2005
04spitz.html,04spitz.html.txt,Bob Spitz,male,Babe Ruth;Leigh Montville,female,y,2006
04staples.html,04staples.html.txt,Brent Staples,male,Simon Schama,male,,2006
04sullivan.html,04sullivan.html.txt,Robert Sullivan,male,Tom Lewis,male,,2005
04taylor.html,04taylor.html.txt,Ihsan Taylor,male,Baseball Prosp,male,,2006
04tbr.html,04tbr.html.txt,Dwight Garner,male,John Banville,male,,2005
04TOIBIN.html,04TOIBIN.html.txt,Colm Toibin,male,the bombing of Dresden,male,,2005
04turrentine.html,04turrentine.html.txt,Jeff Turrentine,male,Martha McPhee,female,,2006
04walsh.html,04walsh.html.txt,Pat Walsh,male,Jim Lynch,male,,2005
04WIMANL.html,04WIMANL.html.txt,Christian Wiman,male,Glyn Maxwell,female,,2005
04yagoda.html,04yagoda.html.txt,Ben Yagoda,male,Frank Mccourt,male,,2005
04ZIPPERS.html,04ZIPPERS.html.txt,Steven J. Zipperstein,male,Howard M Sachar,male,,2005
05AMID01.html,05AMID01.html.txt,Stephen Amidon,male,Paul Murray,male,,2004
05ANGIERL.html,05ANGIERL.html.txt,Natalie Angier,female,Sam Harris,male,,2004
05BAKE01.html,05BAKE01.html.txt,Kevin Baker,male,Jonathan Eig,male,,2005
05bazelon.html,05bazelon.html.txt,Emily Bazelon,female,Sandra Day O'Connor,female,,2006
05BENTLEY.html,05BENTLEY.html.txt,Toni Bentley,male,Meredith Daneman,female,,2004
05BHELLER.html,05BHELLER.html.txt,Steven Heller,male,Paul Grushkin;Dennis King,male,y,2004
05BOOK.html,05BOOK.html.txt,Penelope Green,female,Kim Woodburn,female,,2004
05BOOK1.html,05BOOK1.html.txt,Penelope Green,female,Heidi Klum,female,,2004
05BOUCHER.html,05BOUCHER.html.txt,Bruce Boucher,male,Patricia Fortini Brown,female,,2004
05CAREYL.html,05CAREYL.html.txt,Jacqueline Carey,female,Kate Atkinson,female,,2004
05CHILDRE.html,05CHILDRE.html.txt,Emily Jenkins,female,James Solheim,male,,2004
05CONNOLL.html,05CONNOLL.html.txt,Joy Connolly,female,Stephen Mitchell,male,,2004
05crime.html,05crime.html.txt,Marilyn Stasio,female,Henry Kisor,male,,2006
05CRIMEL.html,05CRIMEL.html.txt,Marilyn Stasio,female,The Drago,female,,2004
05DIECKMA.html,05DIECKMA.html.txt,Katherine Dieckmann,female,Margot Livesey,female,,2004
05donoghue.html,05donoghue.html.txt,Denis Donoghue,male,Peter Hart;Michael Collins,male,y,2006
05DREZNER.html,05DREZNER.html.txt,Daniel W. Drezner,male,Sebastian Mallaby,male,,2004
05DRUML.html,05DRUML.html.txt,Kevin Drum,male,Arthur M Jr Schlesinger,male,,2004
05EDERL.html,05EDERL.html.txt,Richard Eder,male,Lan Samantha Chang,female,,2004
05ellman.html,05ellman.html.txt,Lucy Ellmann,female,Kathryn Davis,female,,2006
05FERR01.html,05FERR01.html.txt,Sarah Ferrell,female,Timothy K,male,,2005
05FOODLRO.html,05FOODLRO.html.txt,Corby Kummer,male,Ruth Wakefield,female,,2004
05FREEDMA.html,05FREEDMA.html.txt,Samuel G. Freedman,male,America,female,,2004
05GAIMANL.html,05GAIMANL.html.txt,Neil Gaiman,male,Jacob;Wilhelm Grimm,male,y,2004
05GELERTN.html,05GELERTN.html.txt,David Gelernter,male,Charles Nicholl,male,,2004
05GENZ01.html,05GENZ01.html.txt,Neil Genzlinger,male,Amy Butler Greenfield,female,,2005
05GEWE01.html,05GEWE01.html.txt,Barry Gewen,male,Margaret MacMillan,female,,2005
05gewen.html,05gewen.html.txt,Barry Gewen,male,Geno Auriemma,male,,2006
05GORDONL.html,05GORDONL.html.txt,Neil Gordon,male,Lorraine Adams,female,,2004
05halpern.html,05halpern.html.txt,Sue Halpern,female,Allegra Goodman,female,,2006
05HANDLER.html,05HANDLER.html.txt,Daniel Handler,male,Philip Pullman,male,,2005
05HARRISO.html,05HARRISO.html.txt,Sophie Harrison,female,Yann Martel,male,,2004
05hirsh.html,05hirsh.html.txt,Michael Hirsh,male,Jeff Faux,male,,2006
05HOCHSCH.html,05HOCHSCH.html.txt,Adam Hochschild,male,Kevin Starr,male,,2004
05HOGEL.html,05HOGEL.html.txt,James Hoge,male,Graham Allison,male,,2004
05isaac.html,05isaac.html.txt,Walter Isaacson,male,George W Bush;Dick Cheney,male,y,2006
05itzkoff.html,05itzkoff.html.txt,Dave Itzkoff,male,Stephen King,male,,2006
05JOHN01.html,05JOHN01.html.txt,George Johnson,male,Simon Mitton,male,,2005
05KEANEL.html,05KEANEL.html.txt,John Keane,male,Patrick Collinson,male,,2004
05KUNZ01.html,05KUNZ01.html.txt,Hari Kunzru,male,Paul Theroux,male,,2005
05LEONARD.html,05LEONARD.html.txt,John Leonard,male,Cynthia Ozick,female,,2004
05LINDGRE.html,05LINDGRE.html.txt,Hugo Lindgren,male,Chris H;Perfect Soun yside,male,y,2004
05lingeman.html,05lingeman.html.txt,Richard Lingeman,male,Michael Kazin,male,,2006
05LITHWIC.html,05LITHWIC.html.txt,Dahlia Lithwick,female,Ken Foskett,male,,2004
05LOURIEL.html,05LOURIEL.html.txt,Richard Lourie,male,Sandor Marai,male,,2004
05MAGUIRE.html,05MAGUIRE.html.txt,Gregory Maguire,male,Susanna Clarke,female,,2004
05marshall.html,05marshall.html.txt,Megan Marshall,female,Sigrid Nunez,female,,2006
05MERKINL.html,05MERKINL.html.txt,Daphne Merkin,female,Kay Redfield Jamison,male,,2004
05MERKINL.html.1,05MERKINL.html.1.txt,Daphne Merkin,female,Eli Zaretsky,female,,2004
05meyer.html,05meyer.html.txt,Mike Meyer,male,Pearl S Buck,female,,2006
05miller.html,05miller.html.txt,Laura Miller,female,Ali Smith,male,,2006
05MNOONKI.html,05MNOONKI.html.txt,Seth Mnookin,male,Ken Auletta,male,,2004
05NANDN.html,05NANDN.html.txt,Ihsan Taylor,male,Anthony Bourdain,male,,2004
05NIXONL.html,05NIXONL.html.txt,Rob Nixon,male,Peter Beard,male,,2004
05PROTHER.html,05PROTHER.html.txt,Stephen Prothero,male,James M Jr Ault,male,,2004
05QUEENAN.html,05QUEENAN.html.txt,Joe Queenan,male,Michael Holley,male,,2004
05RAFFERT.html,05RAFFERT.html.txt,Terrence Rafferty,male,Annie Proulx,female,,2004
05royte.html,05royte.html.txt,Elizabeth Royte,female,Mark Kurlansky,male,,2006
05saletan.html,05saletan.html.txt,William Saletan,male,Judith Rich Harris,female,,2006
05SCHA01.html,05SCHA01.html.txt,Elissa Schappell,female,Adrienne Miller,female,,2005
05SCHI01.html,05SCHI01.html.txt,Liesl Schillinger,female,Steve Amick,male,,2005
05schillinger.html,05schillinger.html.txt,Liesl Schillinger,female,Gail Godwin,female,,2006
05shelf.html.2,05shelf.html.2.txt,Devin Leonard,male,Ellen Ruppel Shell,female,,2009
05SITT01.html,05SITT01.html.txt,Curtis Sittenfeld,male,Melissa Bank,female,,2005
05SMIT01.html,05SMIT01.html.txt,Alexander McCall Smith,male,John Mortimer,male,,2005
05sullivan.html,05sullivan.html.txt,Kathleen M. Sullivan,female,Stephen Breyer,male,,2006
05TEPP01.html,05TEPP01.html.txt,Anderson Tepper,male,Enrique Vila-Matas,male,,2005
05teresi.html,05teresi.html.txt,Dick Teresi,male,Benson Bobrick,male,,2006
05TODA01.html,05TODA01.html.txt,Lenora Todaro,female,Paul Hond,male,,2005
05TRAVELR.html,05TRAVELR.html.txt,Pamela Paul,female,David Yeadon,male,,2004
05upfront.html,05upfront.html.txt,The Editors,female,Walter Isaacson,male,,2006
05VOWELLL.html,05VOWELLL.html.txt,Sarah Vowell,female,Mark Winegardner,male,,2004
05walker.html,05walker.html.txt,Martin Walker,male,Michael Mandelbaum,male,,2006
05WEBERL.html,05WEBERL.html.txt,Nicholas Fox Weber,male,Charles A Riley Ii,male,,2004
05WILL01.html,05WILL01.html.txt,Florence Williams,female,Nick Middleton,male,,2005
05WILLSL.html,05WILLSL.html.txt,Garry Wills,male,Seamus Heaney,male,,2004
05wolitzer.html,05wolitzer.html.txt,Meg Wolitzer,female,Meg Wolitzer,female,,2006
05ZACHARE.html,05ZACHARE.html.txt,Stephanie Zacharek,female,Dade Hayes;Jonathan Bing,male,y,2004
06Anastas.html,06Anastas.html.txt,Benjamin Anastas,male,Alix Ohlin,female,,2006
06armchair.html,06armchair.html.txt,Richard B. Woodward,male,Patrick Leigh Fermor,male,,2005
06BOO.html,06BOO.html.txt,Penelope Green,female,Patty Brown  Charles Kreloff,female,,2005
06BOOKS.html,06BOOKS.html.txt,Liesl Schillinger,female,Dalma Heyn,female,,2005
06brinkley.html,06brinkley.html.txt,Douglas Brinkley,male,Neil Armstrong,male,,2005
06brooks.html,06brooks.html.txt,David Brooks,male,Jerome Karabel,male,,2005
06cokal.html,06cokal.html.txt,Susann Cokal,female,Sarah Hall,female,,2005
06conason.html,06conason.html.txt,Joe Conason,male,Eliot L Spitzer,male,,2006
06CRIMEL.html,06CRIMEL.html.txt,Marilyn Stasio,female,Juliet Winters Carpenter,female,,2005
06DILLARD.html,06DILLARD.html.txt,Angela D. Dillard,female,Nick Salvatore,male,,2005
06DONADIO.html,06DONADIO.html.txt,Rachel Donadio,female,Tom Wolfe,male,,2005
06EHREN.html,06EHREN.html.txt,Ben Ehrenreich,male,David Anthony Durham,male,,2005
06FELDMAN.html,06FELDMAN.html.txt,Noah Feldman,male,Hassan Abbas,male,,2005
06GOODHEA.html,06GOODHEA.html.txt,Adam Goodheart,male,Pankaj Mishra,male,,2005
06Gray.html,06Gray.html.txt,Paul Gray,male,Pamela Gien,female,,2006
06HULBERT.html,06HULBERT.html.txt,Ann Hulbert,female,Carol Shields,female,,2005
06kamine.html,06kamine.html.txt,Mark Kamine,male,Rob Ryder,male,,2006
06kanon.html,06kanon.html.txt,Joseph Kanon,male,Scott Turow,male,,2005
06LIZZA.html,06LIZZA.html.txt,Ryan Lizza,male,Jim Wallis,male,,2005
06MARSHA.html,06MARSHA.html.txt,Joshua Micah Marshall,male,Newt Gingrich,male,,2005
06MCGR.html,06MCGR.html.txt,Charles McGrath,male,John Ashbery,male,,2005
06MEADO.html,06MEADO.html.txt,Susannah Meadows,female,Nani Power,female,,2005
06MILLER.html,06MILLER.html.txt,Matt Miller,male,Christine Todd Whitman,female,,2005
